filename,alignment_length,max_zeroes,mean_zeroes,variance_zeroes,count_76_zero_blocks,num_perfect_matches,max_dist_between_matches,normalized_perfect_match_rate,min_percent_identity,max_percent_identity,avg_percent_identity,num_variable_regions,max_variable_region_length,mean_variable_region_length
GC_00001556_aligned.fasta,1005,80,76.79817444219067,3.73512851318047,210,113,432,0.1146,88.96,100.0,97.1,6,412,129.66666666666666
GC_00001406_aligned.fasta,945,80,76.01403887688984,6.018161441253166,134,84,75,0.0907,85.71,100.0,95.93,6,634,124.5
GC_00001392_aligned.fasta,477,79,75.54585152838428,4.147460956122118,123,0,0,0.0,81.76,100.0,96.81,1,477,477.0
GC_00001869_aligned.fasta,843,79,72.83495145631068,5.028584220944481,56,0,0,0.0,76.39,100.0,93.76,1,843,843.0
GC_00001939_aligned.fasta,831,79,72.6896551724138,21.549006285034828,88,0,0,0.0,75.57,100.0,95.06,1,831,831.0
GC_00001984_aligned.fasta,636,80,74.86223662884927,15.188476683066757,44,50,75,0.081,85.04,100.0,93.45,3,454,176.33333333333334
GC_00002569_aligned.fasta,522,80,77.30218687872764,4.206893825911331,59,70,195,0.1392,92.15,100.0,97.51,8,175,39.875
GC_00002439_aligned.fasta,567,80,75.72262773722628,7.612845649741595,67,35,289,0.0639,89.24,100.0,95.8,2,269,247.0
GC_00002310_aligned.fasta,1203,80,76.07263513513513,4.680534947954711,220,107,1008,0.0904,88.53,100.0,96.32,4,988,259.75
GC_00002240_aligned.fasta,1149,80,73.77876106194691,7.313885190696218,185,7,1,0.0062,80.19,100.0,92.28,2,996,561.5
GC_00002665_aligned.fasta,435,80,74.2451923076923,5.348534578402366,57,7,21,0.0168,79.31,100.0,92.0,3,356,130.0
GC_00000571_aligned.fasta,804,80,77.73121019108281,2.675522739259199,109,140,144,0.1783,93.66,100.0,96.64,9,124,54.77777777777778
GC_00002735_aligned.fasta,351,80,75.21084337349397,4.6061474814922345,66,10,144,0.0301,86.32,100.0,93.75,3,124,101.0
GC_00000790_aligned.fasta,630,80,77.60392798690671,2.582897827874671,71,87,231,0.1424,92.38,100.0,97.71,6,211,71.5
GC_00002484_aligned.fasta,3021,80,72.73451032644904,17.440841016049262,366,1,0,0.0003,76.26,100.0,92.46,2,2038,1500.5
GC_00001219_aligned.fasta,540,80,76.26295585412667,24.93085421878051,51,55,135,0.1056,93.0,100.0,98.26,8,115,44.0
GC_00001349_aligned.fasta,1452,80,78.1493370551291,2.2275239847888155,149,343,162,0.2394,94.28,100.0,97.54,19,142,40.36842105263158
GC_00001681_aligned.fasta,1737,80,75.93771827706635,3.7545610335541912,365,12,786,0.007,87.16,100.0,96.24,3,766,556.0
GC_00001460_aligned.fasta,321,80,76.61920529801324,4.07684969957458,56,18,219,0.0596,88.16,100.0,97.57,3,199,82.0
GC_00001530_aligned.fasta,744,80,75.55862068965517,3.7527705112960765,144,2,468,0.0028,84.81,100.0,96.56,3,448,234.66666666666666
GC_00001115_aligned.fasta,555,80,76.69589552238806,4.819833899532189,78,42,348,0.0784,89.55,100.0,97.31,4,328,114.0
GC_00001045_aligned.fasta,909,80,78.31011235955056,2.348774144678702,76,249,150,0.2798,94.28,100.0,98.76,12,130,36.0
GC_00002197_aligned.fasta,1074,80,73.17345971563981,21.288395139372433,139,30,51,0.0284,75.4,100.0,93.3,4,513,246.75
GC_00000828_aligned.fasta,633,80,78.33876221498372,3.038334624240045,83,231,249,0.3762,94.0,100.0,98.78,4,229,76.75
GC_00000978_aligned.fasta,1563,80,78.22668393782384,2.0341066203119547,61,241,153,0.1561,94.95,100.0,98.42,23,133,39.30434782608695
GC_00000517_aligned.fasta,336,80,78.99369085173501,1.2554806993800314,11,121,42,0.3817,96.43,100.0,99.28,7,28,11.714285714285714
GC_00002753_aligned.fasta,1719,80,74.68882352941176,7.839051557093427,275,30,708,0.0176,82.65,100.0,96.03,5,688,322.6
GC_00002603_aligned.fasta,441,80,75.98104265402844,8.516228296758833,33,32,29,0.0758,83.45,100.0,96.55,3,342,117.33333333333333
GC_00002226_aligned.fasta,840,79,74.18392204628502,11.080667199769747,134,0,0,0.0,79.88,100.0,95.46,1,840,840.0
GC_00002376_aligned.fasta,600,80,69.67814113597247,69.61585609712024,66,40,1,0.0688,88.12,100.0,96.17,2,280,270.5
GC_00000895_aligned.fasta,330,80,77.9871382636656,2.8294165693075977,20,45,123,0.1447,91.52,100.0,98.24,5,103,38.0
GC_00002448_aligned.fasta,1437,80,75.37306064880113,3.7670316761524707,314,6,1,0.0042,88.94,100.0,93.5,2,1243,706.0
GC_00002518_aligned.fasta,972,79,71.55299055613851,44.062512042932845,111,0,0,0.0,84.09,100.0,93.2,1,972,972.0
GC_00000882_aligned.fasta,369,80,76.86571428571429,2.9962530612244893,62,24,138,0.0686,89.97,100.0,97.53,4,118,72.0
GC_00002180_aligned.fasta,978,80,74.67987486965589,9.687926574540521,126,18,1,0.0188,82.55,100.0,95.61,2,932,470.5
GC_00002744_aligned.fasta,1392,79,72.3211944646759,14.604044603844086,137,0,0,0.0,81.4,100.0,87.91,1,1392,1392.0
GC_00000500_aligned.fasta,324,80,79.60655737704919,0.481268476216071,0,222,24,0.7279,98.46,100.0,99.78,4,4,1.75
GC_00002614_aligned.fasta,1194,80,75.3863829787234,4.165601810774106,215,16,129,0.0136,85.76,100.0,95.0,5,504,220.4
GC_00002231_aligned.fasta,1749,80,74.1543352601156,6.065776003207591,286,8,21,0.0046,80.62,100.0,94.4,3,1696,567.6666666666666
GC_00002361_aligned.fasta,1410,80,75.74982027318475,5.129358342967862,295,41,552,0.0295,86.31,100.0,96.06,10,532,117.9
GC_00001948_aligned.fasta,501,79,74.61203319502074,4.10051910263253,54,0,0,0.0,81.24,100.0,95.38,1,501,501.0
GC_00001818_aligned.fasta,288,80,79.40520446096654,0.6276309061511033,0,159,68,0.5911,97.92,100.0,99.49,3,48,17.666666666666668
GC_00001696_aligned.fasta,606,80,74.5809199318569,7.20767683685996,88,2,109,0.0034,81.33,100.0,96.13,3,447,188.66666666666666
GC_00001477_aligned.fasta,1044,80,75.89073170731707,5.244645806067818,162,40,246,0.039,87.26,100.0,95.95,6,502,148.33333333333334
GC_00001527_aligned.fasta,432,80,76.81598062953995,2.484296677590887,80,9,390,0.0218,88.43,100.0,97.32,2,370,192.5
GC_00001102_aligned.fasta,519,79,75.418,3.7832760000000007,88,0,0,0.0,82.45,100.0,96.03,1,519,519.0
GC_00001052_aligned.fasta,660,80,76.13260530421216,4.5861599830607895,98,36,291,0.0562,86.36,100.0,96.33,6,271,85.0
GC_00001966_aligned.fasta,1134,80,76.6896860986547,3.1575169418246904,190,45,459,0.0404,89.42,100.0,96.16,9,439,102.0
GC_00001836_aligned.fasta,816,80,77.20075282308657,5.287176346682746,103,90,291,0.1129,90.6,100.0,97.14,9,271,61.666666666666664
GC_00001459_aligned.fasta,798,80,75.66110397946085,4.704148203565679,162,18,123,0.0231,86.97,100.0,95.2,3,616,241.0
GC_00001509_aligned.fasta,738,80,76.07232267037553,5.213128263060463,125,51,412,0.0709,86.45,100.0,96.21,4,392,152.75
GC_00001220_aligned.fasta,1593,80,75.61944091486659,4.487322177893954,260,52,651,0.033,85.12,100.0,96.7,4,631,366.25
GC_00001370_aligned.fasta,168,80,78.28859060402685,2.91671546326742,6,55,48,0.3691,94.64,100.0,97.96,3,37,25.0
GC_00001755_aligned.fasta,795,80,76.40979381443299,4.187739132745245,120,54,281,0.0696,87.67,100.0,97.24,5,261,129.2
GC_00001605_aligned.fasta,453,80,76.58986175115207,3.412431778122279,73,20,177,0.0461,84.77,100.0,97.33,3,211,131.66666666666666
GC_00001191_aligned.fasta,1626,80,78.281269446173,2.7136690792344784,120,420,192,0.2614,94.65,100.0,98.4,21,172,38.42857142857143
GC_00002113_aligned.fasta,1047,80,76.81614785992218,3.937988273857288,160,91,297,0.0885,89.49,100.0,97.22,6,391,140.33333333333334
GC_00002043_aligned.fasta,1290,80,76.95515342250197,3.1333152990421813,258,83,296,0.0653,90.54,100.0,96.69,7,276,153.42857142857142
GC_00000622_aligned.fasta,1167,80,78.78048780487805,1.8141837341718368,22,387,75,0.3371,95.72,100.0,98.82,22,55,15.590909090909092
GC_00002466_aligned.fasta,1647,80,77.15233415233415,2.5910449202832493,280,96,378,0.059,91.8,100.0,97.14,12,358,110.25
GC_00000772_aligned.fasta,975,80,75.35251046025104,5.828665245706483,196,11,350,0.0115,82.97,100.0,96.56,3,589,308.6666666666667
GC_00002536_aligned.fasta,1194,80,74.86978723404255,5.468151018560435,155,15,333,0.0128,82.58,100.0,95.08,4,742,280.5
GC_00000593_aligned.fasta,306,80,79.79094076655052,0.22110259927885498,0,235,33,0.8188,99.02,100.0,99.88,2,13,7.0
GC_00002687_aligned.fasta,1713,80,76.12632821723732,4.543663377515475,296,77,385,0.0455,88.56,100.0,94.79,10,365,144.6
GC_00000811_aligned.fasta,687,80,76.97155688622755,2.7551790132310234,111,25,48,0.0374,90.68,100.0,97.53,5,517,117.2
GC_00000941_aligned.fasta,1506,80,75.96503026227303,4.999449612399595,230,90,450,0.0605,86.19,100.0,96.96,9,430,136.22222222222223
GC_00000688_aligned.fasta,276,80,78.28793774319067,2.85094399612409,25,88,81,0.3424,94.57,100.0,98.59,4,61,23.25
GC_00000806_aligned.fasta,162,80,77.12587412587412,2.991148711428431,28,11,60,0.0769,90.57,100.0,98.54,3,58,37.666666666666664
GC_00000956_aligned.fasta,876,80,77.4049008168028,3.6411895175839297,114,124,156,0.1447,90.53,100.0,97.91,11,136,49.36363636363637
GC_00002208_aligned.fasta,660,80,69.46021840873635,65.7367169569778,33,41,44,0.064,78.1,100.0,86.31,2,557,290.5
GC_00002358_aligned.fasta,777,80,76.2269129287599,4.059328464714113,148,38,399,0.0501,88.03,100.0,96.86,4,379,165.75
GC_00000539_aligned.fasta,375,80,77.97752808988764,2.0837646761772506,43,57,135,0.1601,90.4,100.0,98.87,4,115,55.75
GC_00000469_aligned.fasta,255,80,77.82627118644068,1.6181233840850329,12,3,72,0.0127,91.76,100.0,98.06,4,75,48.75
GC_00002104_aligned.fasta,1278,80,76.64733915806195,4.128211744384041,188,46,489,0.0365,88.34,100.0,97.23,8,469,135.0
GC_00002054_aligned.fasta,1905,79,73.4305408271474,8.771156335289666,208,0,0,0.0,79.53,100.0,94.81,1,1905,1905.0
GC_00002471_aligned.fasta,1104,80,77.37972350230415,3.929542780691881,166,203,363,0.1871,90.58,100.0,97.86,12,343,56.083333333333336
GC_00000635_aligned.fasta,531,80,77.822265625,1.8453636169433594,58,50,87,0.0977,92.28,100.0,98.08,9,122,34.44444444444444
GC_00000765_aligned.fasta,1194,80,76.78638297872341,17.98926138524219,93,121,324,0.103,92.4,100.0,97.43,14,304,59.0
GC_00000584_aligned.fasta,462,80,77.79458239277652,1.9103995434371641,53,49,210,0.1106,90.69,100.0,98.25,4,190,84.25
GC_00002690_aligned.fasta,768,79,73.47930574098798,8.073336767670645,63,0,0,0.0,80.51,100.0,93.98,1,768,768.0
GC_00001237_aligned.fasta,528,80,76.67387033398822,5.610731778864527,58,57,219,0.112,88.45,100.0,97.65,4,199,98.75
GC_00001367_aligned.fasta,354,80,75.70746268656717,4.409944308309199,73,13,1,0.0388,83.62,100.0,96.65,2,271,161.0
GC_00001742_aligned.fasta,573,80,75.17328519855596,22.64867260097225,77,9,354,0.0162,90.12,100.0,96.96,5,334,97.6
GC_00001612_aligned.fasta,570,80,76.77676950998185,3.4401862971465835,91,21,166,0.0381,87.54,100.0,96.9,2,365,255.5
GC_00001186_aligned.fasta,1311,80,77.88003095975232,2.2835950454811225,142,222,231,0.1718,93.67,100.0,98.14,15,211,53.6
GC_00001971_aligned.fasta,1143,80,76.17704626334519,6.394811204265397,171,96,417,0.0854,86.88,100.0,96.58,7,397,133.28571428571428
GC_00001821_aligned.fasta,1713,80,75.60684769775679,5.665974360511228,248,44,990,0.026,85.87,100.0,94.48,4,970,398.25
GC_00001523_aligned.fasta,441,80,76.85071090047393,2.487191437748478,95,11,129,0.0261,89.8,100.0,96.07,3,225,130.66666666666666
GC_00001473_aligned.fasta,1593,80,77.02223634053367,3.5376249860745363,295,123,241,0.0781,90.46,100.0,97.02,12,322,103.5
GC_00001056_aligned.fasta,435,80,77.79567307692308,3.6529620469674557,31,88,159,0.2115,91.26,100.0,98.26,4,139,67.75
GC_00001106_aligned.fasta,735,80,78.97206703910615,3.096985112824194,14,403,78,0.5628,96.17,100.0,98.63,9,58,17.88888888888889
GC_00002184_aligned.fasta,1032,80,73.43139190523199,6.772440017190151,98,2,1,0.002,78.29,100.0,92.32,1,1011,1011.0
GC_00002610_aligned.fasta,1383,80,75.6517595307918,4.919051156250806,205,16,450,0.0117,91.18,100.0,93.86,6,430,212.0
GC_00002740_aligned.fasta,699,79,74.25882352941177,7.44771626297578,80,0,0,0.0,87.27,100.0,91.49,1,699,699.0
GC_00000504_aligned.fasta,633,80,79.02768729641694,1.4992334136171206,29,271,84,0.4414,96.84,100.0,99.23,11,64,15.636363636363637
GC_00002365_aligned.fasta,1644,80,76.59692307692308,5.0504520710059175,287,110,1065,0.0677,88.75,100.0,95.44,12,1045,110.41666666666667
GC_00002235_aligned.fasta,1668,80,77.95815645845967,3.1765389906814536,164,389,162,0.2359,93.76,100.0,97.94,15,232,66.26666666666667
GC_00000758_aligned.fasta,1155,80,78.81161971830986,1.2409213201745686,38,365,108,0.3213,96.28,100.0,98.63,19,88,22.57894736842105
GC_00000608_aligned.fasta,528,80,78.76031434184677,1.7735920426430345,17,185,93,0.3635,95.08,100.0,98.96,10,73,17.2
GC_00002069_aligned.fasta,1992,80,76.2295995945261,4.69589020967039,379,128,762,0.0649,87.75,100.0,96.85,4,742,447.0
GC_00000886_aligned.fasta,318,80,76.96989966555184,3.7950805919396875,29,17,213,0.0569,89.94,100.0,97.64,4,193,56.25
GC_00002139_aligned.fasta,435,77,67.5,62.68269230769231,45,0,0,0.0,73.33,100.0,94.21,1,435,435.0
GC_00002288_aligned.fasta,780,80,76.39421813403416,4.520019132443824,155,72,564,0.0946,88.72,100.0,96.93,4,544,158.0
GC_00000891_aligned.fasta,558,80,78.86270871985158,1.1611139986438157,18,186,66,0.3451,96.24,100.0,98.96,10,46,18.2
GC_00002193_aligned.fasta,1062,80,74.77468839884948,29.455466705397534,109,120,327,0.1151,90.25,100.0,96.37,9,307,85.66666666666667
GC_00002607_aligned.fasta,1026,80,74.19860973187686,4.780812367055241,156,1,0,0.001,75.44,100.0,93.12,2,507,503.0
GC_00000513_aligned.fasta,396,80,79.3103448275862,0.7180096954175432,2,194,42,0.5146,97.98,100.0,99.4,6,22,11.5
GC_00002757_aligned.fasta,993,79,73.48049281314168,10.81840797068757,135,0,0,0.0,81.5,100.0,94.48,1,993,993.0
GC_00002372_aligned.fasta,642,80,73.892455858748,5.415400549817199,64,10,1,0.0161,82.55,100.0,93.78,1,613,613.0
GC_00002222_aligned.fasta,747,80,75.9739010989011,5.2919012649438475,124,3,108,0.0041,85.68,100.0,95.03,4,454,171.75
GC_00001685_aligned.fasta,954,80,76.20748663101604,3.398660527896136,251,16,452,0.0171,89.52,100.0,95.6,4,432,220.25
GC_00001534_aligned.fasta,150,79,74.83969465648855,7.951401433482897,29,0,0,0.0,82.67,100.0,93.27,1,150,150.0
GC_00001464_aligned.fasta,456,80,75.24027459954233,6.200849352512711,74,1,0,0.0023,82.02,100.0,95.81,2,420,218.0
GC_00001041_aligned.fasta,357,80,77.6923076923077,2.3609467455621305,76,65,141,0.1923,92.44,100.0,98.43,3,121,72.0
GC_00001111_aligned.fasta,840,80,76.54933008526187,10.500916116378678,122,42,216,0.0512,89.29,100.0,97.65,5,400,140.6
GC_00001638_aligned.fasta,1224,80,75.00414937759336,6.641476558599197,189,49,339,0.0407,84.72,100.0,95.71,3,781,372.6666666666667
GC_00001768_aligned.fasta,441,80,76.0995260663507,5.089620628467466,71,50,309,0.1185,88.66,100.0,94.47,2,289,176.5
GC_00001589_aligned.fasta,1563,80,75.23316062176166,5.5039262799001305,280,39,1303,0.0253,83.69,100.0,96.4,4,1283,357.25
GC_00001825_aligned.fasta,492,80,72.68076109936575,23.828319082461366,27,73,1,0.1543,70.53,100.0,95.2,1,400,400.0
GC_00001975_aligned.fasta,1437,80,77.24471086036671,2.565645508781912,198,55,375,0.0388,92.0,100.0,97.63,13,355,87.3076923076923
GC_00001363_aligned.fasta,675,80,75.3689024390244,5.177935380725758,88,17,1,0.0259,85.04,100.0,95.83,2,603,319.5
GC_00001898_aligned.fasta,465,79,67.44170403587444,110.87440427114963,60,0,0,0.0,83.79,100.0,94.46,1,465,465.0
GC_00001233_aligned.fasta,714,80,75.99856115107913,3.7597101599296106,112,24,456,0.0345,87.11,100.0,96.52,5,436,122.8
GC_00001616_aligned.fasta,471,80,74.87389380530973,17.849141475448356,70,43,1,0.0951,86.81,100.0,94.66,2,370,204.5
GC_00001746_aligned.fasta,750,80,75.78248974008208,4.419173554956294,143,12,210,0.0164,87.07,100.0,96.13,3,481,227.0
GC_00001182_aligned.fasta,618,80,74.93155258764608,5.409338324029197,61,4,1,0.0067,80.0,100.0,96.08,2,421,297.5
GC_00002050_aligned.fasta,918,80,76.7630700778643,6.082907593531808,115,121,324,0.1346,90.96,100.0,95.2,10,304,60.7
GC_00002100_aligned.fasta,354,80,77.22686567164179,2.17539763867231,63,9,178,0.0269,92.66,100.0,96.53,5,158,53.8
GC_00000761_aligned.fasta,354,80,79.5223880597015,0.4405435509022053,0,206,40,0.6149,98.02,100.0,99.71,5,20,6.8
GC_00002475_aligned.fasta,1713,80,73.30047225501771,35.94572586906493,287,16,492,0.0094,82.38,100.0,94.35,4,472,405.25
GC_00000631_aligned.fasta,513,80,75.20445344129554,9.211235227589373,80,23,54,0.0466,87.52,100.0,94.56,3,398,150.66666666666666
GC_00002694_aligned.fasta,528,80,73.05108055009823,11.301909441448815,44,1,0,0.002,77.45,100.0,92.95,1,508,508.0
GC_00000580_aligned.fasta,390,80,78.81401617250674,1.0570542207627087,2,113,96,0.3046,96.67,100.0,98.88,6,76,24.0
GC_00002598_aligned.fasta,768,80,72.17757009345794,20.912394095554195,61,7,1,0.0093,76.31,100.0,94.11,2,607,371.0
GC_00000952_aligned.fasta,1581,80,77.47311139564661,3.5117609978342874,170,197,588,0.1261,92.47,100.0,97.87,14,568,79.85714285714286
GC_00000802_aligned.fasta,891,80,76.09288990825688,5.820499905311001,106,22,417,0.0252,86.31,100.0,97.09,8,397,92.0
GC_00002629_aligned.fasta,1956,79,72.32834279814145,35.5948239444409,306,0,0,0.0,81.99,100.0,95.54,1,1956,1956.0
GC_00000945_aligned.fasta,591,80,78.80594405594405,1.1144401926744585,18,170,101,0.2972,95.6,100.0,99.09,9,81,27.77777777777778
GC_00000815_aligned.fasta,858,80,77.43742550655543,3.9528782349155662,77,129,160,0.1538,90.68,100.0,97.71,12,140,43.333333333333336
GC_00002047_aligned.fasta,1173,80,78.0155979202773,12.294384087898623,51,431,111,0.3735,94.39,100.0,97.76,14,232,34.0
GC_00002117_aligned.fasta,618,80,75.55926544240401,5.491896622361699,94,27,350,0.0451,85.76,100.0,95.96,3,330,171.66666666666666
GC_00000776_aligned.fasta,1335,80,75.60866261398176,5.607493348176755,261,83,36,0.0631,85.09,100.0,96.67,2,1198,607.0
GC_00002532_aligned.fasta,804,80,76.50955414012739,9.269016998661204,82,149,444,0.1898,89.93,100.0,96.88,7,424,71.85714285714286
GC_00000626_aligned.fasta,891,80,77.13532110091744,3.6949909519400728,147,109,156,0.125,90.8,100.0,96.99,9,361,67.88888888888889
GC_00002462_aligned.fasta,1623,80,74.31483790523691,6.13840826549586,179,13,234,0.0081,80.35,100.0,94.01,5,942,306.8
GC_00002683_aligned.fasta,897,80,76.89635535307517,6.68060175071736,104,91,507,0.1036,91.3,100.0,96.43,7,487,96.14285714285714
GC_00000597_aligned.fasta,639,80,76.5241935483871,3.939737252861603,92,30,156,0.0484,86.23,100.0,97.34,4,352,138.0
GC_00001374_aligned.fasta,1338,80,74.46247156937073,6.133352799608682,183,14,801,0.0106,84.83,100.0,95.06,2,781,643.0
GC_00001224_aligned.fasta,240,80,78.4841628959276,1.5167175119264549,13,49,56,0.2217,95.0,100.0,98.96,5,36,19.2
GC_00001601_aligned.fasta,972,80,77.08184679958028,4.457099632353345,137,112,330,0.1175,90.74,100.0,96.74,13,310,47.15384615384615
GC_00001751_aligned.fasta,1491,79,65.64538043478261,111.28864713787807,21,0,0,0.0,60.89,100.0,93.39,1,1491,1491.0
GC_00001195_aligned.fasta,1668,80,78.01152213462704,2.5062347358654256,177,372,180,0.2256,93.29,100.0,97.97,22,160,39.90909090909091
GC_00001832_aligned.fasta,1908,80,73.81365802011646,4.476658349963469,207,1,0,0.0005,78.93,100.0,94.8,2,1870,944.0
GC_00001299_aligned.fasta,594,80,75.38782608695652,9.36785179584121,125,4,1,0.007,83.84,100.0,96.77,2,321,285.5
GC_00001962_aligned.fasta,1095,80,77.68122676579925,3.533141989469466,117,167,198,0.1552,93.06,100.0,97.85,12,178,59.916666666666664
GC_00001078_aligned.fasta,171,80,76.96052631578948,3.6563365650969533,21,14,87,0.0921,90.64,100.0,98.04,3,67,39.666666666666664
GC_00001128_aligned.fasta,501,80,78.24273858921161,1.8394182262702086,30,90,103,0.1867,94.41,100.0,98.23,7,83,39.714285714285715
GC_00001985_aligned.fasta,909,80,75.17977528089888,4.913748264108067,155,5,414,0.0056,82.29,100.0,96.09,3,394,288.6666666666667
GC_00001022_aligned.fasta,474,77,71.56043956043956,8.738654751841564,24,0,0,0.0,77.22,100.0,93.05,1,474,474.0
GC_00001172_aligned.fasta,747,80,74.67994505494505,6.000586810167853,132,14,1,0.0192,79.92,100.0,95.95,2,697,357.0
GC_00001557_aligned.fasta,1242,80,71.99345870809485,43.95743881411673,146,11,312,0.009,81.96,100.0,95.89,4,438,293.5
GC_00001407_aligned.fasta,2040,80,75.473033151905,4.530321774754488,387,17,528,0.0084,84.36,100.0,95.84,5,784,385.6
GC_00001868_aligned.fasta,285,80,76.42481203007519,3.687955791734977,32,5,189,0.0188,89.01,100.0,97.15,3,169,80.66666666666667
GC_00001393_aligned.fasta,2502,80,77.54329440193314,3.6013273668111907,265,315,261,0.1269,92.4,100.0,97.91,29,241,56.41379310344828
GC_00001938_aligned.fasta,705,79,75.02915451895043,5.518100451342553,121,0,0,0.0,84.26,100.0,95.43,1,705,705.0
GC_00002311_aligned.fasta,1260,80,77.75100725221596,2.617293505990919,142,149,297,0.1201,94.5,100.0,97.82,14,277,61.714285714285715
GC_00002241_aligned.fasta,693,80,75.42136498516321,8.703757187260605,95,26,294,0.0386,85.74,100.0,96.47,6,274,95.33333333333333
GC_00002664_aligned.fasta,1068,80,73.72735938989514,29.813179013832226,164,15,546,0.0143,88.82,100.0,92.63,6,526,159.66666666666666
GC_00000570_aligned.fasta,471,80,79.45353982300885,0.8628856997415615,5,299,87,0.6615,97.24,100.0,99.68,5,67,15.4
GC_00002734_aligned.fasta,1389,80,75.4941605839416,5.131717726037616,269,2,42,0.0015,86.18,100.0,95.75,3,874,449.6666666666667
GC_00000791_aligned.fasta,768,80,79.49265687583444,0.6825228475528564,0,499,71,0.6662,98.44,100.0,99.55,7,51,16.714285714285715
GC_00002485_aligned.fasta,906,80,74.95941375422774,17.831498190701463,107,36,539,0.0406,86.02,100.0,92.43,6,519,129.16666666666666
GC_00002568_aligned.fasta,468,80,76.65256124721604,4.449442215068377,86,18,101,0.0401,89.1,100.0,97.25,4,277,93.5
GC_00002438_aligned.fasta,1383,79,73.90395894428153,9.594148549634076,187,0,0,0.0,83.44,100.0,92.56,1,1383,1383.0
GC_00002306_aligned.fasta,1053,80,76.67698259187621,4.458522423294634,120,55,615,0.0532,90.03,100.0,97.14,9,595,94.0
GC_00002256_aligned.fasta,363,78,69.875,18.97565406976744,6,0,0,0.0,63.33,100.0,92.95,1,363,363.0
GC_00002673_aligned.fasta,162,79,75.0909090909091,4.166560712015257,20,0,0,0.0,84.62,100.0,94.96,1,162,162.0
GC_00002723_aligned.fasta,1056,80,75.75988428158149,5.034919176580318,185,7,282,0.0068,84.66,100.0,96.49,4,450,248.0
GC_00000567_aligned.fasta,270,80,77.39840637450199,1.650037300995222,46,9,45,0.0359,91.11,100.0,97.87,2,198,111.5
GC_00000786_aligned.fasta,444,80,76.78588235294117,6.394153633217992,46,60,165,0.1412,89.19,100.0,97.73,5,145,57.8
GC_00002492_aligned.fasta,810,79,72.58280657395701,8.437833336796226,71,0,0,0.0,74.44,100.0,93.58,1,810,810.0
GC_00000908_aligned.fasta,960,80,78.18384697130712,1.788729515370742,67,118,168,0.1254,93.75,100.0,98.2,14,148,42.5
GC_00000858_aligned.fasta,678,80,75.91198786039453,4.350372224435332,164,25,270,0.0379,88.35,100.0,95.77,4,250,144.25
GC_00001035_aligned.fasta,942,80,76.37161430119177,5.217265758061998,162,75,517,0.0813,88.64,100.0,96.79,7,497,107.57142857142857
GC_00001165_aligned.fasta,840,80,77.06455542021925,3.6024099424219,117,61,210,0.0743,90.24,100.0,97.46,7,301,92.28571428571429
GC_00001540_aligned.fasta,1794,80,76.91774647887324,6.23436111882563,231,263,390,0.1482,87.35,100.0,97.16,17,370,71.05882352941177
GC_00001410_aligned.fasta,1875,80,77.58997844827586,3.0921193960872473,216,252,201,0.1358,92.64,100.0,97.25,19,421,66.42105263157895
GC_00001384_aligned.fasta,1341,80,76.12027231467474,3.7321306368885905,256,11,111,0.0083,85.53,100.0,96.87,3,945,430.6666666666667
GC_00001088_aligned.fasta,1356,80,76.72026925953628,3.716814288007904,287,109,420,0.0815,89.09,100.0,97.37,10,400,105.7
GC_00001339_aligned.fasta,720,80,78.16405135520685,2.305469463839105,40,133,93,0.1897,94.31,100.0,97.51,8,139,54.375
GC_00001992_aligned.fasta,1671,80,75.48789346246973,5.556148831264766,310,55,528,0.0333,87.73,100.0,94.39,6,508,250.33333333333334
GC_00001269_aligned.fasta,495,80,75.01470588235294,17.279195501730108,34,32,375,0.0672,85.45,100.0,93.65,3,355,135.33333333333334
GC_00001851_aligned.fasta,435,79,74.4326923076923,8.15412352071006,49,0,0,0.0,80.23,100.0,96.0,1,435,435.0
GC_00001901_aligned.fasta,1398,80,76.29804205946338,8.597900444931508,247,87,661,0.0631,88.84,100.0,97.01,8,641,144.875
GC_00001483_aligned.fasta,201,80,78.32967032967034,1.2429658253834077,12,28,87,0.1538,94.03,100.0,98.32,4,67,24.25
GC_00001662_aligned.fasta,465,80,76.56502242152466,4.846668945685616,67,43,37,0.0964,90.32,100.0,96.25,5,298,65.4
GC_00001732_aligned.fasta,2589,80,77.19766536964981,2.594391436660661,395,148,462,0.0576,90.69,100.0,96.97,29,442,65.17241379310344
GC_00001317_aligned.fasta,1299,80,76.0703125,5.05599365234375,208,31,317,0.0242,87.91,100.0,96.12,8,550,141.875
GC_00001247_aligned.fasta,1896,80,76.94192860948321,3.2257166853669004,345,136,975,0.0725,90.03,100.0,97.5,11,955,139.27272727272728
GC_00002395_aligned.fasta,1740,80,75.15514235909355,7.897488082581071,278,115,1017,0.0668,84.66,100.0,95.37,4,997,387.25
GC_00000715_aligned.fasta,324,80,77.31475409836065,2.29437248051599,45,17,27,0.0557,91.36,100.0,96.84,3,238,89.66666666666667
GC_00002551_aligned.fasta,496,80,72.11740041928721,46.40131148117382,48,17,45,0.0356,83.87,100.0,93.91,2,416,220.5
GC_00000645_aligned.fasta,480,80,76.9826464208243,6.9845144715110505,57,123,162,0.2668,88.33,100.0,97.35,3,142,100.0
GC_00002401_aligned.fasta,735,80,74.5195530726257,6.732857900814581,84,21,73,0.0293,83.27,100.0,93.67,3,607,225.33333333333334
